,תאריך,יום,שעה (עגולה),מספר קו,שם הקו,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
30025,08/01/2024,שני,22:00,9,מסוף הטייסים-תל אביב יפו<->קריית חינוך-תל אביב יפו-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קריית חינוך,41.0,14.458,22:00:00,22:43:28,43,58.0,15.0,20.2,15.0,58794308
35957,08/01/2024,שני,08:00,42,ת.רק''ל הקוממיות/דרך בגין-בת ים<->מסוף עתידים-תל אביב יפו-20,2.0,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,מסוף עתידים,51.0,19.392,08:00:00,09:06:59,67,105.0,38.0,17.4,11.1,58827129
37348,08/01/2024,שני,09:00,274,כביש 40/גבעת ברנר-קרית עקרון<->קלצ'קין-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,קרית עקרון,כביש 40/גבעת ברנר,תל אביב יפו,קלצ'קין,49.0,32.118,09:10:00,10:21:48,72,84.0,12.0,26.8,22.9,58835052
56694,09/01/2024,שלישי,09:00,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34.0,10.239,09:13:00,09:49:34,37,14.0,-23.0,16.6,43.9,58949479
41888,08/01/2024,שני,13:00,193,ת. רכבת הראשונים-ראשון לציון<->מסוף רדינג/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,מסוף רדינג/הורדה,35.0,23.169,13:15:00,14:06:59,52,106.0,54.0,26.7,13.1,58862020
23146,08/01/2024,שני,13:00,125,קריית חינוך-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,1.0,0,דן,אוטובוס,תל אביב יפו,קריית חינוך,בת ים,ת.רק''ל הקוממיות/דרך בגין,57.0,19.872,13:44:00,14:49:59,66,96.0,30.0,18.1,12.4,58751593
97473,11/01/2024,חמישי,11:00,277,כביש 40/גבעת ברנר-קרית עקרון<->מסוף רדינג/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,קרית עקרון,כביש 40/גבעת ברנר,תל אביב יפו,מסוף רדינג/הורדה,37.0,28.292,11:10:00,12:18:03,68,82.0,14.0,25.0,20.7,59190758
51264,09/01/2024,שלישי,04:00,31,בית העלמין/חזון אי''ש-בני ברק<->יוסף לוי/הכובשים-תל אביב יפו-20,2.0,0,דן,אוטובוס,בני ברק,בית העלמין/חזון אי''ש,תל אביב יפו,יוסף לוי/הכובשים,34.0,11.814,04:45:00,05:28:59,44,61.0,17.0,16.1,11.6,58917732
94878,11/01/2024,חמישי,08:00,600,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,27.0,32.171,08:55:00,09:55:59,61,68.0,7.0,31.6,28.4,59175332
33104,08/01/2024,שני,05:00,608,ת. רכבת נתניה-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,נתניה,ת. רכבת נתניה,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,40.0,35.274,05:30:00,06:45:46,76,100.0,24.0,27.8,21.2,58810251
44902,08/01/2024,שני,16:00,56,העצמאות/ הרצל-יהוד מונוסון<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,מטרופולין,אוטובוס,יהוד מונוסון,העצמאות/ הרצל,תל אביב יפו,מסוף רדינג/הורדה,45.0,19.137,16:00:00,17:00:59,61,85.0,24.0,18.8,13.5,58880522
106645,11/01/2024,חמישי,21:00,64,מסוף כרמלית-תל אביב יפו<->הרב עובדיה יוסף/שלום צלח-פתח תקווה-21,2.0,1,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף כרמלית,פתח תקווה,הרב עובדיה יוסף/שלום צלח,49.0,18.78,21:00:00,21:59:59,60,62.0,2.0,18.8,18.2,59248417
96301,11/01/2024,חמישי,10:00,51,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39.0,14.477,10:14:00,10:59:26,45,59.0,14.0,19.3,14.7,59183571
41629,08/01/2024,שני,13:00,281,מסוף הריביירה-אשדוד<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,1.0,#,אלקטרה אפיקים,אוטובוס,אשדוד,מסוף הריביירה,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,35.0,41.993,13:00:00,14:04:59,65,98.0,33.0,38.8,25.7,58860662
57222,09/01/2024,שלישי,09:00,171,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,39.0,17.879,09:36:00,10:22:59,47,33.0,-14.0,22.8,32.5,58952505
90790,11/01/2024,חמישי,05:00,461,ארבע עונות/נירים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-11,1.0,1,קווים,אוטובוס,לוד,ארבע עונות/נירים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,49.0,26.113,05:20:00,06:16:59,57,102.0,45.0,27.5,15.4,59151097
7528,05/01/2024,שישי,12:00,531,לב הפארק/וייצמן-רעננה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,1.0,#,מטרופולין,אוטובוס,רעננה,לב הפארק/וייצמן,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,42.0,17.525,12:35:00,13:30:59,56,57.0,1.0,18.8,18.4,58652122
21062,08/01/2024,שני,12:00,300,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית אשקלון/הורדה-אשקלון-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,אשקלון,ת.מרכזית אשקלון/הורדה,18.0,53.817,12:00:00,12:55:59,56,63.0,7.0,57.7,51.3,58738982
99450,11/01/2024,חמישי,13:00,258,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->בית העלמין-ראש העין-20,2.0,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,ראש העין,בית העלמין,50.0,27.808,13:00:00,13:58:40,59,73.0,14.0,28.3,22.9,59202976
78219,10/01/2024,רביעי,11:00,480,ת.רכבת תל אביב - סבידור/רציפים B-תל אביב יפו<->ת. מרכזית ירושלים/הורדה-ירושלים-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים B,ירושלים,ת. מרכזית ירושלים/הורדה,4.0,51.597,11:20:00,12:04:00,44,52.0,8.0,70.4,59.5,59076692
35555,08/01/2024,שני,07:00,45,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->איצטדיון וינטר-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,רמת גן,איצטדיון וינטר,34.0,11.963,07:35:00,08:13:51,39,62.0,23.0,18.4,11.6,58824778
23859,08/01/2024,שני,14:00,205,מסוף יהוד/הורדה-יהוד מונוסון<->מסוף עתידים-תל אביב יפו-10,1.0,0,מטרופולין,אוטובוס,יהוד מונוסון,מסוף יהוד/הורדה,תל אביב יפו,מסוף עתידים,29.0,16.044,14:20:00,14:57:26,37,77.0,40.0,26.0,12.5,58755972
79573,10/01/2024,רביעי,12:00,163,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית ראשל''צ-ראשון לציון-1#,1.0,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,ראשון לציון,ת. מרכזית ראשל''צ,39.0,18.547,12:30:00,13:19:00,49,77.0,28.0,22.7,14.5,59085273
55117,09/01/2024,שלישי,07:00,11,מסוף אונברסיטת ת''א-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,תל אביב יפו,מסוף הטייסים,28.0,9.579,07:50:00,08:21:59,32,45.0,13.0,18.0,12.8,58940668
94449,11/01/2024,חמישי,08:00,80,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,19.0,8.975,08:30:00,08:57:56,28,30.0,2.0,19.2,17.9,59172916
17293,08/01/2024,שני,08:00,567,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->תחנה מרכזית כפ''ס/הורדה-כפר סבא-2#,2.0,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,כפר סבא,תחנה מרכזית כפ''ס/הורדה,26.0,21.012,08:24:00,09:04:58,41,63.0,22.0,30.7,20.0,58716735
14882,08/01/2024,שני,06:00,37,הרצל / טרומפלדור-יהוד מונוסון<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2.0,0,מטרופולין,אוטובוס,יהוד מונוסון,הרצל / טרומפלדור,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,36.0,15.153,06:20:00,06:55:51,36,61.0,25.0,25.3,14.9,58702661
65312,09/01/2024,שלישי,17:00,836,ת. מרכזית טבריה/רציפים-טבריה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,טבריה,ת. מרכזית טבריה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,41.0,126.285,17:00:00,19:08:59,129,25.0,-104.0,58.7,303.1,59001597
9988,06/01/2024,שבת,20:00,56,העצמאות/ הרצל-יהוד מונוסון<->מסוף רדינג/הורדה-תל אביב יפו-20,2.0,0,מטרופולין,אוטובוס,יהוד מונוסון,העצמאות/ הרצל,תל אביב יפו,מסוף רדינג/הורדה,45.0,19.137,20:30:00,21:30:59,61,56.0,-5.0,18.8,20.5,58675783
82151,10/01/2024,רביעי,14:00,160,הרב שלמה גורן/מבטחים-גבעת שמואל<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2.0,0,דן,אוטובוס,גבעת שמואל,הרב שלמה גורן/מבטחים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,36.0,12.814,14:40:00,15:26:21,46,93.0,47.0,16.7,8.3,59100071
42158,08/01/2024,שני,13:00,178,מסוף עתידים-תל אביב יפו<->המרכבה-חולון-1#,1.0,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף עתידים,חולון,המרכבה,33.0,20.832,13:30:00,14:17:03,47,55.0,8.0,26.6,22.7,58863621
62400,09/01/2024,שלישי,14:00,301,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,66.0,62.851,14:15:00,16:01:11,106,146.0,40.0,35.6,25.8,58983329
74100,10/01/2024,רביעי,07:00,116,מסוף קרית אונו-קרית אונו<->קלצ'קין-תל אביב יפו-20,2.0,0,דן,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,קלצ'קין,32.0,17.044,07:34:00,08:19:29,45,78.0,33.0,22.7,13.1,59052471
78308,10/01/2024,רביעי,11:00,37,הרצל / טרומפלדור-יהוד מונוסון<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2.0,0,מטרופולין,אוטובוס,יהוד מונוסון,הרצל / טרומפלדור,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,36.0,15.153,11:20:00,11:55:51,36,45.0,9.0,25.3,20.2,59077245
73276,10/01/2024,רביעי,06:00,475,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ארבע עונות/חללי אגוז-לוד-21,2.0,1,קווים,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,לוד,ארבע עונות/חללי אגוז,42.0,23.922,06:50:00,07:36:59,47,66.0,19.0,30.5,21.7,59047601
61677,09/01/2024,שלישי,13:00,8,מסוף אונברסיטת ת''א-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,תל אביב יפו,מסוף הטייסים,42.0,13.57,13:40:00,14:29:59,50,72.0,22.0,16.3,11.3,58978835
90155,11/01/2024,חמישי,05:00,833,ת. רכבת תל אביב - סבידור/דרך נמיר-תל אביב יפו<->דליה/רותם-נוף הגליל-2#,2.0,#,נסיעות ותיירות,אוטובוס,תל אביב יפו,ת. רכבת תל אביב - סבידור/דרך נמיר,נוף הגליל,דליה/רותם,30.0,99.672,05:00:00,06:58:59,119,120.0,1.0,50.3,49.8,59147326
8693,06/01/2024,שבת,17:00,16,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->יוסף לוי/הכובשים-תל אביב יפו-20,2.0,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,יוסף לוי/הכובשים,44.0,13.285,17:35:00,18:28:54,54,57.0,3.0,14.8,14.0,58665115
2854,05/01/2024,שישי,06:00,24,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף קדמה-רמת השרון-1#,1.0,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,רמת השרון,מסוף קדמה,56.0,19.678,06:50:00,07:56:59,67,84.0,17.0,17.6,14.1,58619902
91781,11/01/2024,חמישי,06:00,142,מסוף עתידים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,1.0,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,בת ים,מסוף בית העלמין/הורדה,54.0,18.168,06:08:00,07:07:36,60,99.0,39.0,18.2,11.0,59156971
31888,08/01/2024,שני,04:00,71,מסוף קניון הזהב-ראשון לציון<->קריית חינוך-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,ראשון לציון,מסוף קניון הזהב,תל אביב יפו,קריית חינוך,45.0,19.688,04:40:00,05:35:59,56,92.0,36.0,21.1,12.8,58803315
21598,08/01/2024,שני,12:00,378,ת. רכבת אופקים/רציפים-אופקים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,2.0,#,מטרופולין,אוטובוס,אופקים,ת. רכבת אופקים/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,55.0,107.421,12:30:00,14:36:36,127,175.0,48.0,50.8,36.8,58742238
8563,06/01/2024,שבת,17:00,18,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,בת ים,מסוף בית העלמין/הורדה,44.0,13.55,17:20:00,18:04:40,45,72.0,27.0,18.1,11.3,58664017
14531,08/01/2024,שני,06:00,115,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-20,2.0,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,קרית אונו,מסוף קרית אונו,25.0,15.195,06:00:00,06:49:53,50,,,18.2,,58700688
29380,08/01/2024,שני,20:00,10,חניון אגד/חורשת היובל-חולון<->מסוף אזורי חן-תל אביב יפו-20,2.0,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,מסוף אזורי חן,59.0,20.266,20:35:00,21:37:59,63,69.0,6.0,19.3,17.6,58790742
36905,08/01/2024,שני,08:00,69,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-20,2.0,0,מטרופולין,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,33.0,12.468,08:40:00,09:12:59,33,45.0,12.0,22.7,16.6,58832479
12579,08/01/2024,שני,04:00,531,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->קרית הספורט/וייצמן-רעננה-2#,2.0,#,מטרופולין,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,רעננה,קרית הספורט/וייצמן,41.0,17.484,04:40:00,05:34:59,55,54.0,-1.0,19.1,19.4,58689408
91860,11/01/2024,חמישי,06:00,42,ת.רק''ל הקוממיות/דרך בגין-בת ים<->מסוף עתידים-תל אביב יפו-20,2.0,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,מסוף עתידים,51.0,19.392,06:10:00,07:16:59,67,89.0,22.0,17.4,13.1,59157508
70083,10/01/2024,רביעי,04:00,60,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף עמידר-רמת גן-10,1.0,0,דן,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,רמת גן,מסוף עמידר,24.0,8.881,04:25:00,04:55:28,30,43.0,13.0,17.8,12.4,59028991
75680,10/01/2024,רביעי,09:00,825,ת.מרכזית עפולה/רציפים-עפולה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,2.0,#,אגד,אוטובוס,עפולה,ת.מרכזית עפולה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,31.0,89.284,09:00:00,10:47:59,108,121.0,13.0,49.6,44.3,59061580
53055,09/01/2024,שלישי,06:00,31,בית העלמין/חזון אי''ש-בני ברק<->יוסף לוי/הכובשים-תל אביב יפו-20,2.0,0,דן,אוטובוס,בני ברק,בית העלמין/חזון אי''ש,תל אביב יפו,יוסף לוי/הכובשים,34.0,11.814,06:03:00,06:46:59,44,73.0,29.0,16.1,9.7,58928430
